price,volume,price_ma,volume_ma,log_returns,volatility,price_momentum,type,is_synthetic,sequence_id
117262.43,1e-05,117411.2090850534,0.02017885229074716,-1.8687994767435401e-06,3.0654051039781616e-06,1.4593922162660373,,True,0
117374.1707589362,1e-05,117353.30913675453,0.03777515375961711,3.379930037286178e-06,5.46896616318747e-07,0.9027235690635081,,True,0
117482.41922501587,0.010212015324608418,117263.04750000002,0.0001189999999999556,-1.896615327162868e-07,3.5170487546803284e-06,-0.019606821857445635,,True,0
117476.54310134913,1e-05,117572.8225783333,0.0020619735834792267,-2.4933907291464127e-07,1.4492202452481752e-06,0.09037434478883366,,True,0
117439.42091619023,1e-05,117487.20772371265,0.0001189999999999556,3.162495679230516e-06,1.2171719779295376e-06,0.9747610251248016,,True,0
117379.45323051831,1e-05,117480.40326236401,0.05406461783287433,-4.828251557614384e-06,4.8356764869216936e-06,1.9099215505734006,,True,0
117430.53150909467,0.040817536877429936,117652.8696176981,0.0001189999999999556,-1.6104977847676785e-06,2.254416838475167e-06,-1.260624843028832,,True,0
117681.27,0.06280629189366943,117411.13183527117,0.0001189999999999556,4.626380673827012e-06,0.0,-0.8961246098120845,,True,0
117332.43534005068,1e-05,117454.50474985359,0.07401699007783662,-2.0254334377856724e-06,2.0894312575870663e-06,4.5403476500940005,,True,0
117498.36596578074,0.07885986138077644,117402.14494044175,0.0001189999999999556,-7.078619297034256e-06,9.07640247949801e-06,-1.3782319343573397,,True,0
117591.96912887208,0.019189957369397288,117640.26995653214,0.012327662298638435,4.563885921880713e-06,3.632210718330578e-06,-3.899053221788162,,True,0
117351.1130048895,1e-05,117530.90119480314,0.0001189999999999556,5.588717709010347e-06,3.460968894612577e-07,-0.491038531348856,,True,0
117361.8153857632,1e-05,117428.60420918693,0.025874128958019244,-2.0678134840265262e-07,4.491467526781566e-06,0.1818095046181421,,True,0
117601.2684792118,1e-05,117472.29254833702,0.0001189999999999556,-5.449725522046276e-06,0.0,-2.661558829424339,,True,0
117445.07982249695,0.00409350883475457,117263.04750000002,0.002034772310036152,-3.156935169216397e-06,6.208383140665158e-06,-2.4745573461693864,,True,0
117495.95383381248,1e-05,117452.13370239365,0.03608004013415315,3.230442310513706e-06,0.0,-0.12081712356445751,,True,0
117560.25017492466,0.03242032952047803,117431.55752296465,0.04635535026262748,5.099017542544686e-06,4.55048933012535e-06,1.2470197250519677,,True,0
117425.2012000456,0.029782449935853193,117296.16405852149,0.002534985689710511,1.7952624946220306e-06,7.826647075821079e-07,2.617470450895083,,True,0
117416.56296088033,1e-05,117313.60321490132,0.020607158314501446,-1.9016767510003962e-06,1.0802366935838855e-06,0.2672056065561337,,True,0
117554.48044067026,1e-05,117293.33067118247,0.0001189999999999556,-5.203769092081883e-07,7.029829178618061e-06,5.637276310176848,,True,0
117566.46542394703,1e-05,117358.2261859514,0.0001189999999999556,1.6675551949108211e-06,3.1803536074694405e-06,-1.464186525307327,,True,0
117430.48722817011,0.07769602967410616,117403.07949478786,0.009413895967699898,-8.783858521690568e-06,5.203323087824139e-07,-1.444527163292724,,True,0
117382.91021013168,0.09406277569514354,117263.04750000002,0.05591762532788631,3.834456838680184e-06,2.114292301896517e-06,-1.2906860021169015,,True,0
117276.51013124484,1e-05,117350.97175337173,0.0015521350586414438,4.509928731678006e-06,0.0,-4.451017519145189,,True,0
117262.43,0.08679826081396164,117531.10414469753,0.026286681931729262,-4.139102821123616e-06,5.7650287826097946e-06,3.967183940467937,,True,1
117490.6268178252,1e-05,117543.42353220601,0.016069120371144923,-7.063150607127105e-07,1.8289311777219642e-07,-1.8540181174293113,,True,1
117413.63383155105,0.03991568753882345,117360.4757697528,0.04143024098726872,-9.597487761746961e-07,2.7021774136272574e-06,-0.46319466331283005,,True,1
117262.43,0.13503954648969785,117549.55204790924,0.0001189999999999556,-6.969715231634811e-07,1.6983531569940415e-07,0.850642205710529,,True,1
117477.54824332175,1e-05,117398.0682815754,0.042244596686910635,1.0130848465392197e-06,2.932114867261568e-06,1.1320739103971242,,True,1
117561.06166294368,0.10346827581359005,117485.172956776,0.007914040686473703,-4.2186773447659875e-07,9.497333999647896e-07,-2.502209234795712,,True,1
117400.70485560935,0.08172799429558789,117455.24694421595,0.01319603427505819,7.083243380037422e-07,0.0,-1.1313806469523218,,True,1
117320.55015802404,1e-05,117437.66055505147,0.054234229281889514,5.2234340325303905e-06,7.3562463788068474e-06,1.018523914159468,,True,1
117499.60623032886,1e-05,117572.40902497969,0.005837100647296452,2.0412890315630562e-06,3.917298169543331e-07,-3.41831679490841,,True,1
117262.43,0.009459073738352374,117582.17349837457,0.021911871193857565,3.811119579025413e-06,4.973082116143915e-06,1.2134876896110183,,True,1
117297.05928438317,1e-05,117567.25356999866,0.01928587454792286,3.71742262007965e-06,2.170462625611233e-06,0.5294808482790753,,True,1
117262.43,0.14191337752679498,117460.64497051731,0.05509439680186697,-4.206003296236523e-06,6.095792881085111e-06,6.266112298487823,,True,1
117366.53725998898,0.020167178470683354,117410.02544920924,0.0001189999999999556,6.861087728472728e-07,0.0,-2.8234055002010496,,True,1
117407.89907605256,0.07262382267792349,117339.94823132614,0.024587109712691735,1.4930760415197188e-06,1.2840306312502726e-06,3.9695674828239347,,True,1
117458.611520294,0.046762855080067375,117531.1732667826,0.01481935984078866,-2.965456982799682e-06,4.3646125571698515e-07,-1.1262885899394846,,True,1
117507.89751950602,0.1752410948564688,117429.89568507121,0.0001189999999999556,2.180790638592957e-06,4.433216291538338e-06,0.6937410440856603,,True,1
117342.87043483436,0.02845096618287442,117463.51130290427,0.05429241925122674,-9.481210292543039e-07,0.0,-3.138875019222378,,True,1
117626.88114801954,0.09911365240017939,117372.4780925054,0.0001189999999999556,5.446157663351884e-06,2.1694830430856318e-07,0.9368821940218892,,True,1
117445.56342986818,0.11004636926721129,117520.29262728256,0.04169198050629174,3.911057610566846e-06,3.4874530711640777e-06,-0.7086047948649916,,True,1
117427.94831172413,1e-05,117504.88587330426,0.0030909479459867925,4.877705284955341e-06,0.0,2.9065393355401192,,True,1
117528.38720538512,1e-05,117463.01066946682,0.0001189999999999556,2.405418610121497e-06,3.00558537343847e-06,1.3517931797155702,,True,1
117458.46053853005,0.06433327214992961,117587.3086286248,0.0001189999999999556,2.929761120818353e-06,0.0,-2.6203718612565874,,True,1
117479.55231282467,0.2388152529487431,117535.12948719607,0.06298895126591625,-2.308431810232498e-06,1.7385841250176264e-06,2.3388481489930046,,True,1
117542.58567758648,1e-05,117488.14084682937,0.024281360556440007,-4.380029567036669e-06,1.903749940524009e-06,2.2748871353669795,,True,1
117590.80298533177,0.12238703816500945,117394.49569850792,0.0001189999999999556,1.0015130307519113e-06,1.8277878483849005e-06,0.7470340006791104,,True,2
117262.43,1e-05,117528.97116325777,0.0073835444328968335,9.744836991536884e-08,2.1628273495592906e-06,-3.2207711994127557,,True,2
117392.40152091398,0.10250718596178218,117330.5969099486,0.0001189999999999556,4.244523883068172e-06,4.183462729010548e-06,0.7512539572275578,,True,2
117629.31628181876,0.0704519585319896,117453.24893584216,0.047895212798587675,4.778815568484244e-06,5.0316701826326464e-06,0.917855536677941,,True,2
117582.58539316543,1e-05,117474.28188710798,0.020918452784732106,-4.041735342131903e-06,1.3074173251702376e-06,-1.0573409524788264,,True,2
